,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
419926,27.12.2016 16:00:00,1008.73,6.14,278.6,1.83,73.8,9.45,6.97,2.48,4.31,6.91,1254.88,3.19,7.01,269.3
419927,27.12.2016 16:10:00,1008.81,6.13,278.59,1.88,74.1,9.45,7.0,2.45,4.33,6.94,1254.98,3.1,6.73,262.8
419928,27.12.2016 16:20:00,1008.87,6.06,278.52,1.95,74.8,9.4,7.03,2.37,4.35,6.97,1255.35,3.29,6.89,264.5
419929,27.12.2016 16:30:00,1009.02,6.02,278.47,2.02,75.4,9.37,7.07,2.31,4.37,7.0,1255.71,3.02,6.05,264.2
419930,27.12.2016 16:40:00,1009.01,5.99,278.44,2.21,76.6,9.35,7.16,2.19,4.43,7.1,1255.79,2.61,5.77,259.0
419931,27.12.2016 16:50:00,1009.22,5.86,278.29,2.44,78.6,9.27,7.29,1.98,4.5,7.22,1256.57,3.24,4.97,265.2
419932,27.12.2016 17:00:00,1009.35,5.91,278.33,2.49,78.6,9.3,7.31,1.99,4.52,7.24,1256.51,3.24,6.57,269.4
419933,27.12.2016 17:10:00,1009.38,5.81,278.22,2.74,80.6,9.23,7.44,1.79,4.6,7.37,1256.96,2.82,5.17,264.0
419934,27.12.2016 17:20:00,1009.3,5.78,278.2,2.71,80.6,9.21,7.43,1.79,4.59,7.36,1256.99,3.44,6.73,263.3
419935,27.12.2016 17:30:00,1009.34,5.8,278.22,2.76,80.7,9.23,7.45,1.78,4.6,7.38,1256.91,3.68,6.49,265.3
419936,27.12.2016 17:40:00,1009.3,5.81,278.23,2.76,80.7,9.24,7.45,1.78,4.61,7.39,1256.82,3.46,5.61,263.7
419937,27.12.2016 17:50:00,1009.37,5.97,278.39,2.67,79.3,9.34,7.41,1.93,4.58,7.34,1256.23,3.25,6.25,261.4
419938,27.12.2016 18:00:00,1009.43,6.12,278.53,2.62,78.2,9.44,7.38,2.06,4.56,7.31,1255.65,3.4,6.57,264.1
419939,27.12.2016 18:10:00,1009.62,6.19,278.59,2.64,77.9,9.48,7.39,2.1,4.56,7.32,1255.56,2.78,5.85,266.1
419940,27.12.2016 18:20:00,1009.83,6.1,278.48,2.73,78.9,9.42,7.44,1.99,4.59,7.36,1256.19,3.11,5.61,272.4
419941,27.12.2016 18:30:00,1009.91,6.21,278.58,2.69,78.1,9.49,7.42,2.08,4.58,7.34,1255.82,3.06,6.13,264.3
419942,27.12.2016 18:40:00,1009.97,6.27,278.64,2.66,77.6,9.54,7.4,2.14,4.57,7.33,1255.61,3.1,6.85,270.7
419943,27.12.2016 18:50:00,1010.01,6.33,278.7,2.68,77.4,9.57,7.41,2.16,4.58,7.34,1255.4,3.55,6.37,264.4
419944,27.12.2016 19:00:00,1010.22,6.34,278.69,2.67,77.3,9.58,7.4,2.17,4.57,7.33,1255.63,3.34,6.65,258.9
419945,27.12.2016 19:10:00,1010.36,6.29,278.62,2.68,77.6,9.55,7.41,2.14,4.57,7.33,1256.03,2.84,4.81,264.5
419946,27.12.2016 19:20:00,1010.6,6.27,278.59,2.71,77.9,9.54,7.43,2.11,4.58,7.35,1256.39,3.5,6.41,260.5
419947,27.12.2016 19:30:00,1010.84,6.28,278.58,2.69,77.7,9.54,7.41,2.13,4.57,7.33,1256.66,3.5,5.85,258.4
419948,27.12.2016 19:40:00,1010.85,6.27,278.57,2.7,77.8,9.54,7.42,2.12,4.58,7.34,1256.69,2.43,6.17,260.1
419949,27.12.2016 19:50:00,1010.94,6.3,278.59,2.71,77.7,9.56,7.43,2.13,4.58,7.35,1256.67,2.83,4.69,261.5
419950,27.12.2016 20:00:00,1011.08,6.35,278.63,2.68,77.3,9.59,7.41,2.18,4.57,7.33,1256.66,3.02,6.33,263.7
419951,27.12.2016 20:10:00,1011.15,6.35,278.62,2.72,77.5,9.59,7.43,2.16,4.58,7.35,1256.73,2.86,5.53,259.7
419952,27.12.2016 20:20:00,1011.2,6.38,278.65,2.67,77.1,9.6,7.41,2.2,4.57,7.32,1256.68,2.73,5.89,261.3
419953,27.12.2016 20:30:00,1011.23,6.37,278.63,2.64,77.0,9.6,7.39,2.21,4.56,7.31,1256.77,2.48,4.21,258.8
419954,27.12.2016 20:40:00,1011.21,6.26,278.53,2.74,78.1,9.53,7.44,2.09,4.59,7.36,1257.22,3.17,5.45,264.6
419955,27.12.2016 20:50:00,1011.3,6.07,278.33,2.87,79.9,9.4,7.51,1.89,4.63,7.43,1258.15,2.44,5.03,260.8
419956,27.12.2016 21:00:00,1011.36,5.96,278.22,2.97,81.1,9.33,7.57,1.76,4.67,7.48,1258.69,2.43,4.93,265.2
419957,27.12.2016 21:10:00,1011.33,5.88,278.15,3.01,81.7,9.28,7.58,1.7,4.68,7.5,1258.98,2.88,5.13,264.0
419958,27.12.2016 21:20:00,1011.3,6.0,278.27,3.0,81.0,9.36,7.58,1.78,4.68,7.5,1258.41,2.95,4.97,260.0
419959,27.12.2016 21:30:00,1011.33,6.11,278.37,2.98,80.3,9.43,7.57,1.86,4.67,7.49,1257.96,2.55,4.89,265.9
419960,27.12.2016 21:40:00,1011.37,6.19,278.44,2.93,79.6,9.48,7.55,1.93,4.65,7.46,1257.68,2.99,5.51,273.8
419961,27.12.2016 21:50:00,1011.32,6.21,278.47,2.9,79.3,9.49,7.53,1.96,4.64,7.44,1257.54,2.94,6.57,263.8
419962,27.12.2016 22:00:00,1011.34,6.26,278.52,2.96,79.3,9.53,7.56,1.97,4.66,7.47,1257.3,2.67,5.33,277.1
419963,27.12.2016 22:10:00,1011.39,6.25,278.51,2.97,79.4,9.52,7.56,1.96,4.66,7.48,1257.39,1.99,4.01,262.4
419964,27.12.2016 22:20:00,1011.35,6.27,278.53,2.95,79.2,9.54,7.55,1.98,4.66,7.47,1257.27,3.17,6.01,265.1
419965,27.12.2016 22:30:00,1011.16,6.27,278.54,2.93,79.1,9.54,7.54,1.99,4.65,7.46,1257.04,2.98,5.37,265.8
419966,27.12.2016 22:40:00,1011.18,6.23,278.5,2.85,78.9,9.51,7.5,2.01,4.63,7.42,1257.28,2.8,4.81,272.5
419967,27.12.2016 22:50:00,1011.33,6.26,278.52,2.77,78.3,9.53,7.46,2.07,4.6,7.38,1257.36,2.7,5.21,277.2
419968,27.12.2016 23:00:00,1011.3,6.27,278.53,2.7,77.8,9.54,7.42,2.12,4.58,7.34,1257.27,3.37,6.01,268.8
419969,27.12.2016 23:10:00,1011.29,6.27,278.54,2.64,77.5,9.54,7.39,2.15,4.56,7.31,1257.27,2.73,5.61,267.6
419970,27.12.2016 23:20:00,1011.24,6.27,278.53,2.6,77.3,9.53,7.37,2.16,4.54,7.29,1257.25,1.99,5.31,258.2
419971,27.12.2016 23:30:00,1011.21,6.2,278.47,2.56,77.4,9.49,7.35,2.15,4.53,7.27,1257.49,2.41,4.39,267.5
419972,27.12.2016 23:40:00,1011.35,6.23,278.49,2.58,77.4,9.51,7.36,2.15,4.54,7.28,1257.55,2.36,5.97,275.4
419973,27.12.2016 23:50:00,1011.62,6.27,278.51,2.59,77.2,9.54,7.36,2.17,4.54,7.28,1257.7,1.82,4.73,284.4
419974,28.12.2016 00:00:00,1011.65,6.29,278.53,2.59,77.1,9.55,7.36,2.19,4.54,7.28,1257.65,1.76,4.05,263.5
419975,28.12.2016 00:10:00,1011.58,6.27,278.51,2.61,77.3,9.54,7.37,2.16,4.54,7.29,1257.64,2.8,4.81,262.4
419976,28.12.2016 00:20:00,1011.54,6.27,278.52,2.62,77.4,9.54,7.38,2.16,4.55,7.3,1257.59,2.99,5.53,271.0
419977,28.12.2016 00:30:00,1011.65,6.27,278.51,2.62,77.4,9.54,7.38,2.16,4.55,7.3,1257.72,2.29,5.47,264.8
419978,28.12.2016 00:40:00,1011.7,6.27,278.5,2.61,77.3,9.54,7.37,2.16,4.54,7.29,1257.79,2.41,6.89,272.6
419979,28.12.2016 00:50:00,1011.72,6.27,278.5,2.6,77.3,9.53,7.37,2.16,4.54,7.28,1257.83,2.46,5.79,266.2
419980,28.12.2016 01:00:00,1011.82,6.21,278.43,2.56,77.4,9.49,7.35,2.15,4.53,7.26,1258.25,2.8,5.51,269.4
419981,28.12.2016 01:10:00,1011.86,6.2,278.42,2.58,77.5,9.49,7.36,2.14,4.53,7.27,1258.3,2.66,4.93,268.3
419982,28.12.2016 01:20:00,1011.84,6.2,278.43,2.58,77.5,9.49,7.36,2.14,4.53,7.27,1258.27,2.96,5.45,272.0
419983,28.12.2016 01:30:00,1011.88,6.16,278.38,2.56,77.6,9.47,7.35,2.12,4.53,7.26,1258.51,2.52,5.03,261.9
419984,28.12.2016 01:40:00,1011.77,6.14,278.36,2.55,77.7,9.45,7.34,2.11,4.53,7.26,1258.5,3.27,5.51,267.4
419985,28.12.2016 01:50:00,1011.77,6.12,278.35,2.53,77.7,9.44,7.33,2.1,4.52,7.25,1258.57,2.81,5.03,269.4
419986,28.12.2016 02:00:00,1011.76,6.07,278.3,2.47,77.6,9.4,7.3,2.11,4.5,7.21,1258.8,3.53,6.77,275.6
419987,28.12.2016 02:10:00,1011.77,6.09,278.31,2.41,77.2,9.41,7.27,2.15,4.48,7.18,1258.77,2.78,6.47,263.7
419988,28.12.2016 02:20:00,1011.89,6.09,278.3,2.35,76.9,9.41,7.24,2.17,4.46,7.15,1258.92,3.35,6.21,273.1
419989,28.12.2016 02:30:00,1011.94,6.05,278.27,2.34,77.0,9.39,7.23,2.16,4.46,7.15,1259.14,2.92,6.45,272.4
419990,28.12.2016 02:40:00,1012.0,5.99,278.2,2.3,77.1,9.35,7.21,2.14,4.44,7.12,1259.51,3.65,6.93,262.4
419991,28.12.2016 02:50:00,1012.09,5.89,278.09,2.27,77.5,9.29,7.2,2.09,4.43,7.11,1260.09,3.37,6.81,261.4
419992,28.12.2016 03:00:00,1012.12,5.8,278.0,2.24,77.8,9.23,7.18,2.05,4.42,7.09,1260.54,3.22,5.69,263.9
419993,28.12.2016 03:10:00,1011.98,5.73,277.94,2.17,77.8,9.18,7.14,2.04,4.4,7.06,1260.71,3.43,6.73,261.1
419994,28.12.2016 03:20:00,1011.99,5.67,277.88,2.1,77.7,9.15,7.11,2.04,4.38,7.02,1260.99,3.41,7.01,279.0
419995,28.12.2016 03:30:00,1012.19,5.63,277.82,2.07,77.8,9.12,7.09,2.02,4.37,7.01,1261.44,2.78,6.65,287.5
419996,28.12.2016 03:40:00,1012.3,5.55,277.74,2.05,78.1,9.07,7.09,1.99,4.37,7.0,1261.91,2.83,6.25,256.8
419997,28.12.2016 03:50:00,1012.4,5.47,277.65,2.01,78.3,9.02,7.06,1.96,4.35,6.98,1262.41,2.52,5.45,255.3
419998,28.12.2016 04:00:00,1012.62,5.47,277.63,2.01,78.3,9.02,7.06,1.96,4.35,6.97,1262.71,2.72,5.25,274.6
419999,28.12.2016 04:10:00,1012.62,5.41,277.57,1.99,78.5,8.98,7.05,1.93,4.34,6.96,1262.98,1.89,3.81,259.4
420000,28.12.2016 04:20:00,1012.57,5.39,277.56,1.99,78.6,8.97,7.05,1.92,4.34,6.96,1262.99,2.78,5.81,285.2
420001,28.12.2016 04:30:00,1012.58,5.35,277.51,1.98,78.8,8.94,7.05,1.9,4.34,6.96,1263.21,2.15,4.01,285.2
420002,28.12.2016 04:40:00,1012.6,5.34,277.5,1.97,78.8,8.94,7.04,1.89,4.34,6.95,1263.3,2.62,5.73,276.9
420003,28.12.2016 04:50:00,1012.52,5.32,277.49,1.99,79.0,8.93,7.05,1.87,4.34,6.96,1263.27,2.41,4.37,264.3
420004,28.12.2016 05:00:00,1012.46,5.27,277.45,1.97,79.2,8.9,7.04,1.85,4.34,6.96,1263.42,2.76,4.93,279.3
420005,28.12.2016 05:10:00,1012.54,5.26,277.43,1.98,79.3,8.89,7.05,1.84,4.34,6.96,1263.57,2.5,4.05,265.1
420006,28.12.2016 05:20:00,1012.71,5.2,277.36,1.96,79.5,8.85,7.04,1.82,4.33,6.95,1264.03,2.51,4.21,264.6
420007,28.12.2016 05:30:00,1012.72,5.16,277.32,2.01,80.0,8.83,7.06,1.77,4.35,6.97,1264.22,2.2,5.37,259.2
420008,28.12.2016 05:40:00,1012.66,5.09,277.25,2.04,80.6,8.79,7.08,1.7,4.36,6.99,1264.46,2.53,4.93,267.1
420009,28.12.2016 05:50:00,1012.63,4.96,277.13,2.11,81.7,8.71,7.11,1.59,4.38,7.02,1264.99,2.19,3.73,258.0
420010,28.12.2016 06:00:00,1012.59,4.86,277.03,2.14,82.5,8.64,7.13,1.51,4.39,7.04,1265.4,3.27,5.77,253.7
420011,28.12.2016 06:10:00,1012.4,4.75,276.93,2.19,83.4,8.58,7.15,1.42,4.41,7.07,1265.67,3.37,5.85,257.0
420012,28.12.2016 06:20:00,1012.37,4.67,276.85,2.19,83.9,8.53,7.16,1.37,4.41,7.07,1265.99,2.64,5.83,261.1
420013,28.12.2016 06:30:00,1012.54,4.67,276.84,2.22,84.1,8.53,7.17,1.36,4.42,7.08,1266.2,2.63,6.25,256.3
420014,28.12.2016 06:40:00,1012.66,4.67,276.83,2.17,83.8,8.53,7.15,1.38,4.4,7.06,1266.36,2.35,4.13,262.8
420015,28.12.2016 06:50:00,1012.77,4.64,276.79,2.16,83.9,8.51,7.14,1.37,4.4,7.05,1266.64,2.43,5.41,257.0
420016,28.12.2016 07:00:00,1012.71,4.66,276.82,2.13,83.6,8.52,7.13,1.4,4.39,7.04,1266.47,2.92,5.81,262.7
420017,28.12.2016 07:10:00,1012.61,4.65,276.82,2.12,83.6,8.52,7.12,1.4,4.39,7.03,1266.39,3.21,5.45,267.2
420018,28.12.2016 07:20:00,1012.7,4.67,276.83,2.14,83.6,8.53,7.13,1.4,4.39,7.04,1266.42,3.06,5.09,260.6
420019,28.12.2016 07:30:00,1012.71,4.67,276.83,2.11,83.4,8.53,7.11,1.42,4.38,7.02,1266.43,3.36,5.93,263.0
420020,28.12.2016 07:40:00,1012.72,4.67,276.83,2.09,83.3,8.53,7.1,1.42,4.37,7.01,1266.45,3.57,6.65,261.4
420021,28.12.2016 07:50:00,1012.8,4.68,276.83,2.06,83.1,8.53,7.09,1.44,4.37,7.0,1266.52,3.36,5.79,262.4
420022,28.12.2016 08:00:00,1012.97,4.73,276.87,2.07,82.8,8.57,7.09,1.47,4.37,7.0,1266.47,4.08,6.45,263.2
420023,28.12.2016 08:10:00,1013.02,4.73,276.86,2.05,82.7,8.56,7.08,1.48,4.36,6.99,1266.56,3.59,6.09,259.9
420024,28.12.2016 08:20:00,1013.25,4.73,276.85,2.03,82.6,8.57,7.08,1.49,4.35,6.98,1266.84,3.52,6.07,265.7
420025,28.12.2016 08:30:00,1013.35,4.74,276.84,2.01,82.4,8.57,7.06,1.51,4.35,6.97,1266.95,3.31,5.73,268.0
420026,28.12.2016 08:40:00,1013.62,4.79,276.88,2.04,82.3,8.6,7.08,1.52,4.36,6.98,1267.03,2.53,4.51,266.0
420027,28.12.2016 08:50:00,1013.7,4.8,276.88,2.05,82.3,8.61,7.09,1.52,4.36,6.99,1267.08,3.02,5.19,266.5
420028,28.12.2016 09:00:00,1013.64,4.83,276.92,2.08,82.3,8.63,7.1,1.53,4.37,7.0,1266.86,2.75,5.71,261.6
420029,28.12.2016 09:10:00,1013.8,4.91,276.98,2.14,82.2,8.67,7.13,1.54,4.39,7.03,1266.7,1.93,4.69,272.2
420030,28.12.2016 09:20:00,1013.9,4.94,277.0,2.15,82.1,8.69,7.13,1.56,4.39,7.04,1266.7,2.02,3.73,271.7
420031,28.12.2016 09:30:00,1013.98,4.97,277.03,2.18,82.1,8.71,7.15,1.56,4.4,7.05,1266.64,1.81,3.69,259.7
420032,28.12.2016 09:40:00,1013.95,4.98,277.04,2.21,82.2,8.72,7.17,1.55,4.41,7.07,1266.54,2.1,4.29,268.6
420033,28.12.2016 09:50:00,1013.93,5.01,277.07,2.26,82.3,8.74,7.19,1.55,4.42,7.09,1266.36,1.72,3.67,258.1
420034,28.12.2016 10:00:00,1013.97,5.07,277.13,2.28,82.1,8.77,7.2,1.57,4.43,7.1,1266.15,2.48,5.01,264.2
420035,28.12.2016 10:10:00,1014.09,5.07,277.12,2.3,82.2,8.77,7.21,1.56,4.43,7.11,1266.28,1.89,4.53,263.4
420036,28.12.2016 10:20:00,1014.14,5.13,277.18,2.36,82.2,8.81,7.24,1.57,4.45,7.14,1266.05,1.6,3.77,264.1
420037,28.12.2016 10:30:00,1014.24,5.15,277.19,2.36,82.1,8.82,7.24,1.58,4.45,7.14,1266.08,2.04,4.41,261.9
420038,28.12.2016 10:40:00,1014.2,5.24,277.28,2.42,81.9,8.88,7.27,1.61,4.47,7.17,1265.61,2.32,4.45,260.6
420039,28.12.2016 10:50:00,1014.21,5.32,277.36,2.46,81.7,8.93,7.29,1.63,4.49,7.19,1265.25,2.67,5.19,262.3
420040,28.12.2016 11:00:00,1014.25,5.33,277.36,2.55,82.2,8.93,7.34,1.59,4.51,7.24,1265.26,2.89,5.91,269.3
420041,28.12.2016 11:10:00,1014.25,5.27,277.3,2.71,83.5,8.89,7.43,1.47,4.57,7.32,1265.48,2.71,4.11,264.5
420042,28.12.2016 11:20:00,1014.2,5.28,277.32,2.8,84.0,8.9,7.48,1.42,4.6,7.37,1265.36,2.38,5.49,262.9
420043,28.12.2016 11:30:00,1014.28,5.36,277.39,2.83,83.7,8.95,7.49,1.46,4.61,7.39,1265.08,1.95,4.41,262.4
420044,28.12.2016 11:40:00,1014.29,5.4,277.43,2.82,83.4,8.97,7.49,1.49,4.6,7.38,1264.92,2.12,3.61,264.0
420045,28.12.2016 11:50:00,1014.22,5.71,277.74,2.97,82.5,9.17,7.57,1.6,4.65,7.46,1263.39,2.53,4.41,255.8
420046,28.12.2016 12:00:00,1014.16,6.16,278.2,3.03,80.3,9.46,7.6,1.86,4.67,7.49,1261.25,2.31,3.71,271.2
420047,28.12.2016 12:10:00,1014.15,6.03,278.07,2.9,80.3,9.38,7.53,1.85,4.63,7.42,1261.88,2.33,4.61,261.4
420048,28.12.2016 12:20:00,1013.95,5.8,277.86,2.77,80.8,9.23,7.46,1.77,4.59,7.35,1262.68,3.29,5.89,255.8
420049,28.12.2016 12:30:00,1013.88,5.7,277.76,2.67,80.8,9.16,7.4,1.76,4.55,7.3,1263.09,2.64,4.69,270.5
420050,28.12.2016 12:40:00,1013.82,5.72,277.79,2.64,80.5,9.18,7.39,1.79,4.54,7.29,1262.93,2.64,5.73,271.4
420051,28.12.2016 12:50:00,1013.85,5.73,277.79,2.56,80.0,9.18,7.35,1.84,4.52,7.24,1262.95,2.84,6.77,273.8
420052,28.12.2016 13:00:00,1013.92,5.6,277.66,2.64,81.2,9.1,7.39,1.71,4.54,7.29,1263.61,2.44,4.57,263.2
420053,28.12.2016 13:10:00,1013.76,5.43,277.51,2.65,82.2,9.0,7.4,1.6,4.55,7.29,1264.14,2.89,4.41,253.6
420054,28.12.2016 13:20:00,1013.67,5.35,277.43,2.66,82.7,8.95,7.4,1.55,4.55,7.3,1264.38,3.55,6.33,260.3
420055,28.12.2016 13:30:00,1013.6,5.33,277.41,2.67,82.9,8.93,7.4,1.53,4.56,7.3,1264.42,3.02,4.73,257.7
420056,28.12.2016 13:40:00,1013.59,5.28,277.37,2.61,82.8,8.9,7.37,1.53,4.54,7.27,1264.63,3.44,6.29,259.9
420057,28.12.2016 13:50:00,1013.64,5.25,277.33,2.57,82.8,8.88,7.35,1.53,4.52,7.25,1264.86,3.49,7.45,260.3
420058,28.12.2016 14:00:00,1013.63,5.27,277.35,2.58,82.7,8.89,7.36,1.54,4.53,7.26,1264.74,3.25,5.81,267.1
420059,28.12.2016 14:10:00,1013.52,5.21,277.3,2.59,83.1,8.86,7.36,1.5,4.53,7.26,1264.87,3.3,6.53,260.5
420060,28.12.2016 14:20:00,1013.46,5.23,277.32,2.65,83.4,8.87,7.4,1.47,4.55,7.3,1264.7,3.35,6.05,260.1
420061,28.12.2016 14:30:00,1013.47,5.27,277.37,2.73,83.6,8.89,7.44,1.46,4.58,7.34,1264.5,2.83,4.85,256.8
420062,28.12.2016 14:40:00,1013.45,5.25,277.35,2.74,83.8,8.88,7.44,1.44,4.58,7.35,1264.55,2.86,5.61,259.1
420063,28.12.2016 14:50:00,1013.51,5.25,277.35,2.83,84.3,8.89,7.49,1.39,4.61,7.39,1264.59,2.18,3.32,261.4
420064,28.12.2016 15:00:00,1013.52,5.15,277.24,2.94,85.6,8.82,7.55,1.27,4.65,7.45,1265.07,2.72,5.49,267.0
420065,28.12.2016 15:10:00,1013.54,5.03,277.12,3.02,86.8,8.74,7.59,1.15,4.67,7.49,1265.62,2.45,3.69,258.4
420066,28.12.2016 15:20:00,1013.47,4.97,277.06,3.09,87.6,8.71,7.63,1.08,4.69,7.53,1265.79,2.78,4.45,257.0
420067,28.12.2016 15:30:00,1013.54,4.94,277.03,3.11,87.9,8.69,7.64,1.05,4.7,7.54,1266.01,2.52,4.01,254.4
420068,28.12.2016 15:40:00,1013.58,4.93,277.02,3.1,87.9,8.69,7.64,1.05,4.7,7.54,1266.07,2.5,4.65,255.1
420069,28.12.2016 15:50:00,1013.66,4.91,276.99,3.05,87.7,8.67,7.61,1.07,4.68,7.51,1266.29,2.39,5.21,264.5
420070,28.12.2016 16:00:00,1013.6,4.9,276.99,3.02,87.6,8.67,7.59,1.07,4.67,7.49,1266.26,2.39,4.29,258.5
420071,28.12.2016 16:10:00,1013.64,4.83,276.91,2.97,87.7,8.62,7.56,1.06,4.65,7.46,1266.66,2.36,3.93,253.7
420072,28.12.2016 16:20:00,1013.69,4.77,276.85,2.92,87.8,8.59,7.54,1.05,4.64,7.44,1267.02,2.67,3.99,264.8
420073,28.12.2016 16:30:00,1013.7,4.7,276.78,2.84,87.7,8.55,7.49,1.05,4.61,7.39,1267.37,2.8,4.87,269.7
420074,28.12.2016 16:40:00,1013.71,4.61,276.69,2.8,88.0,8.49,7.48,1.02,4.6,7.37,1267.77,2.93,4.77,273.5
420075,28.12.2016 16:50:00,1013.69,4.53,276.62,2.84,88.7,8.45,7.49,0.95,4.61,7.39,1268.1,2.63,4.45,260.8
420076,28.12.2016 17:00:00,1013.75,4.54,276.61,2.79,88.4,8.45,7.47,0.98,4.6,7.37,1268.18,2.8,4.93,266.1
420077,28.12.2016 17:10:00,1013.78,4.54,276.61,2.76,88.2,8.45,7.45,1.0,4.59,7.35,1268.22,2.45,4.13,261.2
420078,28.12.2016 17:20:00,1013.9,4.54,276.6,2.73,88.0,8.45,7.44,1.01,4.57,7.33,1268.38,2.92,4.81,259.3
420079,28.12.2016 17:30:00,1013.93,4.54,276.6,2.7,87.8,8.45,7.42,1.03,4.56,7.32,1268.43,2.62,4.03,260.1
420080,28.12.2016 17:40:00,1013.95,4.54,276.6,2.65,87.5,8.45,7.39,1.06,4.55,7.29,1268.47,2.99,4.57,258.9
420081,28.12.2016 17:50:00,1014.06,4.48,276.54,2.61,87.6,8.42,7.37,1.04,4.54,7.27,1268.86,2.79,4.29,255.3
420082,28.12.2016 18:00:00,1014.09,4.46,276.51,2.61,87.7,8.4,7.37,1.03,4.53,7.27,1269.0,2.73,4.33,255.6
420083,28.12.2016 18:10:00,1014.26,4.4,276.44,2.55,87.7,8.37,7.34,1.03,4.51,7.24,1269.49,2.69,4.29,258.5
420084,28.12.2016 18:20:00,1014.42,4.3,276.33,2.55,88.3,8.31,7.34,0.97,4.51,7.24,1270.14,2.68,4.17,253.8
420085,28.12.2016 18:30:00,1014.44,4.15,276.18,2.59,89.5,8.22,7.36,0.86,4.53,7.26,1270.85,2.87,4.17,257.2
420086,28.12.2016 18:40:00,1014.41,4.06,276.09,2.58,90.0,8.17,7.36,0.82,4.52,7.25,1271.23,2.89,4.61,253.8
420087,28.12.2016 18:50:00,1014.4,4.0,276.03,2.56,90.3,8.13,7.35,0.79,4.52,7.24,1271.52,2.99,5.01,254.8
420088,28.12.2016 19:00:00,1014.44,3.98,276.01,2.55,90.3,8.13,7.34,0.79,4.51,7.24,1271.63,2.33,3.95,261.2
420089,28.12.2016 19:10:00,1014.54,3.93,275.94,2.52,90.5,8.09,7.33,0.77,4.5,7.22,1272.03,2.43,3.69,254.6
420090,28.12.2016 19:20:00,1014.66,3.86,275.86,2.48,90.7,8.05,7.31,0.75,4.49,7.2,1272.51,2.45,4.53,256.3
420091,28.12.2016 19:30:00,1014.71,3.8,275.81,2.46,90.9,8.02,7.29,0.73,4.48,7.19,1272.83,2.44,4.45,254.3
420092,28.12.2016 19:40:00,1014.8,3.78,275.78,2.47,91.1,8.01,7.3,0.71,4.49,7.19,1273.03,2.67,4.25,255.8
420093,28.12.2016 19:50:00,1014.82,3.74,275.74,2.41,91.0,7.99,7.27,0.72,4.47,7.16,1273.27,2.52,5.17,250.5
420094,28.12.2016 20:00:00,1014.8,3.73,275.73,2.38,90.8,7.99,7.25,0.73,4.46,7.15,1273.27,2.96,3.93,250.2
420095,28.12.2016 20:10:00,1014.74,3.73,275.73,2.37,90.8,7.98,7.25,0.73,4.46,7.14,1273.22,3.0,4.37,243.5
420096,28.12.2016 20:20:00,1014.75,3.67,275.67,2.37,91.2,7.95,7.25,0.7,4.46,7.14,1273.52,2.88,4.09,246.2
420097,28.12.2016 20:30:00,1014.82,3.66,275.66,2.38,91.3,7.94,7.25,0.69,4.46,7.15,1273.65,2.89,3.89,245.0
420098,28.12.2016 20:40:00,1014.88,3.6,275.59,2.35,91.5,7.91,7.24,0.67,4.45,7.13,1273.99,2.72,4.41,243.1
420099,28.12.2016 20:50:00,1014.97,3.52,275.5,2.31,91.8,7.86,7.22,0.64,4.44,7.11,1274.51,2.41,3.57,242.5
420100,28.12.2016 21:00:00,1014.97,3.47,275.45,2.28,91.9,7.84,7.2,0.63,4.43,7.1,1274.74,2.38,3.49,236.5
420101,28.12.2016 21:10:00,1014.95,3.51,275.5,2.29,91.7,7.86,7.21,0.65,4.43,7.1,1274.5,1.13,3.36,226.6
420102,28.12.2016 21:20:00,1015.02,3.6,275.59,2.26,90.9,7.91,7.19,0.72,4.42,7.09,1274.18,1.39,2.64,198.4
420103,28.12.2016 21:30:00,1014.95,3.53,275.52,2.17,90.8,7.87,7.15,0.72,4.39,7.04,1274.46,2.11,3.36,248.0
420104,28.12.2016 21:40:00,1014.92,3.5,275.49,2.17,91.0,7.85,7.15,0.71,4.39,7.04,1274.57,1.97,2.88,243.4
420105,28.12.2016 21:50:00,1014.94,3.47,275.46,2.13,90.9,7.84,7.13,0.71,4.38,7.02,1274.7,1.83,3.57,243.8
420106,28.12.2016 22:00:00,1014.97,3.47,275.46,2.1,90.7,7.84,7.11,0.73,4.37,7.0,1274.77,1.79,2.8,248.5
420107,28.12.2016 22:10:00,1014.92,3.42,275.41,2.05,90.7,7.81,7.08,0.73,4.35,6.98,1274.97,1.63,3.0,243.6
420108,28.12.2016 22:20:00,1015.05,3.54,275.52,2.2,90.9,7.87,7.16,0.72,4.4,7.05,1274.54,0.87,2.36,161.9
420109,28.12.2016 22:30:00,1015.23,3.59,275.56,2.19,90.5,7.91,7.16,0.75,4.4,7.05,1274.5,0.99,2.92,119.5
420110,28.12.2016 22:40:00,1015.35,3.64,275.6,2.19,90.2,7.93,7.16,0.78,4.4,7.05,1274.43,0.87,1.62,178.0
420111,28.12.2016 22:50:00,1015.3,3.6,275.56,2.05,89.5,7.91,7.08,0.83,4.35,6.98,1274.58,1.43,2.56,213.2
420112,28.12.2016 23:00:00,1015.29,3.47,275.43,2.01,90.1,7.84,7.06,0.78,4.34,6.95,1275.2,1.43,2.44,158.8
